,match_id,steam_id,total_money_per_map,total_money
19928,67198,76561198049794434,74183.33333333333,222550
19929,67198,76561198058204642,73633.33333333333,220900
19930,67198,76561198066701530,73050.0,219150
19931,67198,76561198120491311,73650.0,220950
19932,67198,76561198130490651,72383.33333333333,217150
19933,67199,76561198020474058,73400.0,146800
19934,67199,76561198028514655,78725.0,157450
19935,67199,76561198045482283,80225.0,160450
19936,67199,76561198064058958,79075.0,158150
19937,67199,76561198074941114,76425.0,152850
19938,67199,76561198135415618,76100.0,152200
19939,67199,76561198141759568,72050.0,144100
19940,67199,76561198143694974,73750.0,147500
19941,67199,76561198169967583,72400.0,144800
19942,67199,76561198183003671,79175.0,158350
19943,67200,76561197985565685,72900.0,145800
19944,67200,76561198015308884,73550.0,147100
19945,67200,76561198025578864,72100.0,144200
19946,67200,76561198036884160,74200.0,148400
19947,67200,76561198089905186,66700.0,133400
19948,67200,76561198094514426,65450.0,130900
19949,67200,76561198203239207,67000.0,134000
19950,67200,76561198210934463,68850.0,137700
19951,67200,76561198249302730,75150.0,150300
19952,67200,76561198835935201,65750.0,131500
19953,67201,76561197983031494,78750.0,157500
19954,67201,76561198013142296,78500.0,157000
19955,67201,76561198121509225,69375.0,138750
19956,67201,76561198124141035,70575.0,141150
19957,67201,76561198130084582,79400.0,158800
19958,67201,76561198153580037,70125.0,140250
19959,67201,76561198188443759,69425.0,138850
19960,67201,76561198194325317,76300.0,152600
19961,67201,76561198233075160,70375.0,140750
19962,67201,76561198850020186,76900.0,153800
19963,67202,76561197996321741,69200.0,138400
19964,67202,76561198052570371,70300.0,140600
19965,67202,76561198079574545,69925.0,139850
19966,67202,76561198080703143,73400.0,146800
19967,67202,76561198098407000,69650.0,139300
19968,67202,76561198140790159,67625.0,135250
19969,67202,76561198148130529,68375.0,136750
19970,67202,76561198171719689,67325.0,134650
19971,67202,76561198255981498,71600.0,143200
19972,67202,76561198353869335,67975.0,135950
19973,67203,76561197974106188,58075.0,116150
19974,67203,76561197977791735,60775.0,121550
19975,67203,76561198007588478,61075.0,122150
19976,67203,76561198046102181,69425.0,138850
19977,67203,76561198170631091,60025.0,120050
19978,67203,76561198174263909,69125.0,138250
